review,ManualLabelling,date,year,clean_review,before_cleaning,after_cleaning,normalized_review,before_normalizing,after_normalizing,tokenize_review,standardlized_review,before_stopwords,after_stopwords,stopwords_removed_count,stemmed_review,before_stemming,after_stemming
"Jangan download, cmn buat verifikasi aja susahnya minta ampun. Padahal bener malah disalahin, ada lho nyoba verifikasi nyampe 20xan. Apk nya dulu nggak sesusah itu pdhl. Nggak recommended pokoknya, gausah download yg kesabarannya setipis tissue dibagi 2",negatif,2023-03-06,2023,jangan download cmn buat verifikasi aja susahnya minta ampun padahal bener malah disalahin ada lho nyoba verifikasi nyampe xan apk nya dulu nggak sesusah itu pdhl nggak recommended pokoknya gausah download yg kesabarannya setipis tissue dibagi,37,36,jangan unduh cuman buat verifikasi saja susahnya minta ampun padahal benar bahkan disalahin ada loh mencoba verifikasi sampai xan aplikasi nya dahulu tidak sesusah itu padahal tidak rekomendasi pokoknya tidak perlu unduh yang kesabarannya setipis tissue dibagi,36,37,"['jangan', 'unduh', 'cuman', 'buat', 'verifikasi', 'saja', 'susahnya', 'minta', 'ampun', 'padahal', 'benar', 'bahkan', 'disalahin', 'ada', 'loh', 'mencoba', 'verifikasi', 'sampai', 'xan', 'aplikasi', 'nya', 'dahulu', 'tidak', 'sesusah', 'itu', 'padahal', 'tidak', 'rekomendasi', 'pokoknya', 'tidak', 'perlu', 'unduh', 'yang', 'kesabarannya', 'setipis', 'tissue', 'dibagi']","['unduh', 'cuman', 'verifikasi', 'susahnya', 'ampun', 'disalahin', 'loh', 'mencoba', 'verifikasi', 'xan', 'aplikasi', 'nya', 'tidak', 'sesusah', 'tidak', 'rekomendasi', 'pokoknya', 'tidak', 'unduh', 'kesabarannya', 'setipis', 'tissue', 'dibagi']",37,23,14,unduh cuman verifikasi susah ampun disalahin loh coba verifikasi xan aplikasi nya tidak susah tidak rekomendasi pokok tidak unduh sabar setip tissue bagi,23,23
"Tolong dibenahi, mau login aja susahnya kayak mau masuk pns, verifikasi nya ribet banget, ngulang"" mulu, masalah udah setahun lebih kok ga beres beres.",negatif,2023-08-09,2023,tolong dibenahi mau login aja susahnya kayak mau masuk pns verifikasi nya ribet banget ngulang mulu masalah udah setahun lebih kok ga beres beres,24,24,tolong dibenahi mau login saja susahnya kayak mau masuk pns verifikasi nya rumit banget mengulang mulu masalah sudah setahun lebih kok tidak beres beres,24,24,"['tolong', 'dibenahi', 'mau', 'login', 'saja', 'susahnya', 'kayak', 'mau', 'masuk', 'pns', 'verifikasi', 'nya', 'rumit', 'banget', 'mengulang', 'mulu', 'masalah', 'sudah', 'setahun', 'lebih', 'kok', 'tidak', 'beres', 'beres']","['tolong', 'dibenahi', 'login', 'susahnya', 'kayak', 'masuk', 'pns', 'verifikasi', 'nya', 'rumit', 'banget', 'mengulang', 'mulu', 'setahun', 'tidak', 'beres', 'beres']",24,17,7,tolong benah login susah kayak masuk pns verifikasi nya rumit banget ulang mulu tahun tidak beres beres,17,17
"hallo nama saya randy aldhi kurniadi , aplikasi ini ini sangat bagus dan membantu dalam karier saya , saya belum merasakan sistem bug di dalam nya , saya harap dengan adanya aplikasi linkedIn ini membuka jalan saya untuk bekerja di salah satu starup besar di indonesia seperti gojek,ovo, buka lapak dan tokopedia",positif,2020-11-12,2020,hallo nama saya randy aldhi kurniadi aplikasi ini ini sangat bagus dan membantu dalam karier saya saya belum merasakan sistem bug di dalam nya saya harap dengan adanya aplikasi linkedin ini membuka jalan saya untuk bekerja di salah satu starup besar di indonesia seperti gojek ovo buka lapak dan tokopedia,52,50,halo nama saya randy aldhi kurniadi aplikasi ini ini sangat bagus dan membantu dalam karier saya saya belum merasakan sistem bug di dalam nya saya harap dengan adanya aplikasi linkedin ini membuka jalan saya untuk bekerja di salah satu starup besar di indonesia seperti gojek ovo buka lapak dan tokopedia,50,50,"['halo', 'nama', 'saya', 'randy', 'aldhi', 'kurniadi', 'aplikasi', 'ini', 'ini', 'sangat', 'bagus', 'dan', 'membantu', 'dalam', 'karier', 'saya', 'saya', 'belum', 'merasakan', 'sistem', 'bug', 'di', 'dalam', 'nya', 'saya', 'harap', 'dengan', 'adanya', 'aplikasi', 'linkedin', 'ini', 'membuka', 'jalan', 'saya', 'untuk', 'bekerja', 'di', 'salah', 'satu', 'starup', 'besar', 'di', 'indonesia', 'seperti', 'gojek', 'ovo', 'buka', 'lapak', 'dan', 'tokopedia']","['halo', 'nama', 'randy', 'aldhi', 'kurniadi', 'aplikasi', 'bagus', 'membantu', 'karier', 'merasakan', 'sistem', 'bug', 'nya', 'harap', 'aplikasi', 'linkedin', 'membuka', 'jalan', 'salah', 'starup', 'indonesia', 'gojek', 'ovo', 'buka', 'lapak', 'tokopedia']",50,26,24,halo nama randy aldhi kurniadi aplikasi bagus bantu karier rasa sistem bug nya harap aplikasi linkedin buka jalan salah starup indonesia gojek ovo buka lapak tokopedia,26,26
"Sekarang aplikasi ini tidak bisa untuk mengunggah foto. Jika kita tetap memaksa untuk mengunggahnya, maka aplikasi akan secara otomatis tertutup dengan sendirinya.",negatif,2020-07-03,2020,sekarang aplikasi ini tidak bisa untuk mengunggah foto jika kita tetap memaksa untuk mengunggahnya maka aplikasi akan secara otomatis tertutup dengan sendirinya,22,22,sekarang aplikasi ini tidak bisa untuk mengunggah foto jika kita tetap memaksa untuk mengunggahnya maka aplikasi akan secara otomatis tertutup dengan sendirinya,22,22,"['sekarang', 'aplikasi', 'ini', 'tidak', 'bisa', 'untuk', 'mengunggah', 'foto', 'jika', 'kita', 'tetap', 'memaksa', 'untuk', 'mengunggahnya', 'maka', 'aplikasi', 'akan', 'secara', 'otomatis', 'tertutup', 'dengan', 'sendirinya']","['aplikasi', 'tidak', 'mengunggah', 'foto', 'memaksa', 'mengunggahnya', 'aplikasi', 'otomatis', 'tertutup']",22,9,13,aplikasi tidak unggah foto paksa unggah aplikasi otomatis tutup,9,9
"Awalnya saya sudah senang bergabubg di linkedin tapi kmarin akun saya di nonaktifkan tanpa sebab, dan saya menerimanya lalu saya daftr pakai akun yang lain. Dan di nonaktifkan lagi tanpa pemberitauan dan tanpa sebab yg jelas . Akun yg 1 3 hari bergabung di nonaktifkan, yg ke 2 1 hari tiba2 dinonaktifkan dari pihak linkedin. Bgimana ya pdhal saya tdk melakukan apapun mohon infonya",negatif,2020-04-06,2020,awalnya saya sudah senang bergabubg di linkedin tapi kmarin akun saya di nonaktifkan tanpa sebab dan saya menerimanya lalu saya daftr pakai akun yang lain dan di nonaktifkan lagi tanpa pemberitauan dan tanpa sebab yg jelas akun yg hari bergabung di nonaktifkan yg ke hari tiba dinonaktifkan dari pihak linkedin bgimana ya pdhal saya tdk melakukan apapun mohon infonya,64,59,awalnya saya sudah senang bergabubg di linkedin tapi kemarin akun saya di nonaktifkan tanpa sebab dan saya menerimanya lalu saya daftr pakai akun yang lain dan di nonaktifkan lagi tanpa pemberitauan dan tanpa sebab yang jelas akun yang hari bergabung di nonaktifkan yang ke hari tiba dinonaktifkan dari pihak linkedin bgimana ya pdhal saya tidak melakukan apapun mohon informasinya,59,59,"['awalnya', 'saya', 'sudah', 'senang', 'bergabubg', 'di', 'linkedin', 'tapi', 'kemarin', 'akun', 'saya', 'di', 'nonaktifkan', 'tanpa', 'sebab', 'dan', 'saya', 'menerimanya', 'lalu', 'saya', 'daftr', 'pakai', 'akun', 'yang', 'lain', 'dan', 'di', 'nonaktifkan', 'lagi', 'tanpa', 'pemberitauan', 'dan', 'tanpa', 'sebab', 'yang', 'jelas', 'akun', 'yang', 'hari', 'bergabung', 'di', 'nonaktifkan', 'yang', 'ke', 'hari', 'tiba', 'dinonaktifkan', 'dari', 'pihak', 'linkedin', 'bgimana', 'ya', 'pdhal', 'saya', 'tidak', 'melakukan', 'apapun', 'mohon', 'informasinya']","['senang', 'bergabubg', 'linkedin', 'kemarin', 'akun', 'nonaktifkan', 'menerimanya', 'daftr', 'pakai', 'akun', 'nonaktifkan', 'pemberitauan', 'akun', 'bergabung', 'nonaktifkan', 'dinonaktifkan', 'linkedin', 'bgimana', 'ya', 'pdhal', 'tidak', 'apapun', 'mohon', 'informasinya']",59,24,35,senang bergabubg linkedin kemarin akun nonaktif terima daftr pakai akun nonaktif pemberitauan akun gabung nonaktif nonaktif linkedin bgimana ya pdhal tidak apa mohon informasi,24,24
"Verifikasinya jangan gambar kayak gitu, itu hal gak penting dan buang2 waktu ganti dengan gambar-gambar yang lebih mudah!",negatif,2021-12-10,2021,verifikasinya jangan gambar kayak gitu itu hal gak penting dan buang waktu ganti dengan gambar gambar yang lebih mudah,18,19,verifikasinya jangan gambar kayak begitu itu hal tidak penting dan buang waktu ganti dengan gambar gambar yang lebih mudah,19,19,"['verifikasinya', 'jangan', 'gambar', 'kayak', 'begitu', 'itu', 'hal', 'tidak', 'penting', 'dan', 'buang', 'waktu', 'ganti', 'dengan', 'gambar', 'gambar', 'yang', 'lebih', 'mudah']","['verifikasinya', 'gambar', 'kayak', 'tidak', 'buang', 'ganti', 'gambar', 'gambar', 'mudah']",19,9,10,verifikasi gambar kayak tidak buang ganti gambar gambar mudah,9,9
"IN Linksdln sangat bagus dan sangat membantu menemukan teman-teman di kontak atau cari teman baru melalui Linkedln ini.aplikasi yang sangat menarik dan membantu sekali,terima kasih",positif,2023-03-11,2023,in linksdln sangat bagus dan sangat membantu menemukan teman teman di kontak atau cari teman baru melalui linkedln ini aplikasi yang sangat menarik dan membantu sekali terima kasih,25,28,in linksdln sangat bagus dan sangat membantu menemukan teman teman di kontak atau cari teman baru melalui linkedln ini aplikasi yang sangat menarik dan membantu sekali terima kasih,28,28,"['in', 'linksdln', 'sangat', 'bagus', 'dan', 'sangat', 'membantu', 'menemukan', 'teman', 'teman', 'di', 'kontak', 'atau', 'cari', 'teman', 'baru', 'melalui', 'linkedln', 'ini', 'aplikasi', 'yang', 'sangat', 'menarik', 'dan', 'membantu', 'sekali', 'terima', 'kasih']","['in', 'linksdln', 'bagus', 'membantu', 'menemukan', 'teman', 'teman', 'kontak', 'cari', 'teman', 'linkedln', 'aplikasi', 'menarik', 'membantu', 'terima', 'kasih']",28,16,12,in linksdln bagus bantu temu teman teman kontak cari teman linkedln aplikasi tarik bantu terima kasih,16,16
"Tolong aplikasinya diperbaiki, saya kesulitan untuk log in, kendalanya selalu diminta untuk reCaptcha padahal sudah tertera verified. terima kasih",negatif,2023-08-02,2023,tolong aplikasinya diperbaiki saya kesulitan untuk log in kendalanya selalu diminta untuk recaptcha padahal sudah tertera verified terima kasih,19,19,tolong aplikasi nya di perbaiki saya kesulitan untuk log in kendalanya selalu diminta untuk recaptcha padahal sudah tertera verified terima kasih,19,21,"['tolong', 'aplikasi', 'nya', 'di', 'perbaiki', 'saya', 'kesulitan', 'untuk', 'log', 'in', 'kendalanya', 'selalu', 'diminta', 'untuk', 'recaptcha', 'padahal', 'sudah', 'tertera', 'verified', 'terima', 'kasih']","['tolong', 'aplikasi', 'nya', 'perbaiki', 'kesulitan', 'log', 'in', 'kendalanya', 'recaptcha', 'tertera', 'verified', 'terima', 'kasih']",21,13,8,tolong aplikasi nya baik sulit log in kendala recaptcha tera verified terima kasih,13,13
Kenapa aku tidak bisa meposting poto dan vidio di linkedln ini?apa salah akun aku ini tolong beri tahu?TOLONG PERBAIKIN AKUN AKU LINKEdln INI oke aku sudah tidak bisa update poto dan vidio lagi dari kemarin.linkedln aku tidak bisa mengirim ke grup tolong periksa linkedln aku agar aku bisa kirim ke grup lagi kalau mau mengirim ke grup ada tulisan gagal mengirim gitu saja kurang lebih tulisanya.tolong akun linkedln aku kalau posting vidio dari linkedln suka ada tulisan posting berhasil di hapus,negatif,2023-08-04,2023,kenapa aku tidak bisa meposting poto dan vidio di linkedln ini apa salah akun aku ini tolong beri tahu tolong perbaikin akun aku linkedln ini oke aku sudah tidak bisa update poto dan vidio lagi dari kemarin linkedln aku tidak bisa mengirim ke grup tolong periksa linkedln aku agar aku bisa kirim ke grup lagi kalau mau mengirim ke grup ada tulisan gagal mengirim gitu saja kurang lebih tulisanya tolong akun linkedln aku kalau posting vidio dari linkedln suka ada tulisan posting berhasil di hapus,81,85,kenapa aku tidak bisa meposting poto dan vidio di linkedln ini apa salah akun aku ini tolong beri tahu tolong perbaikin akun aku linkedln ini oke aku sudah tidak bisa diperbarui poto dan vidio lagi dari kemarin linkedln aku tidak bisa mengirim ke grup tolong periksa linkedln aku agar aku bisa kirim ke grup lagi kalau mau mengirim ke grup ada tulisan gagal mengirim begitu saja kurang lebih tulisanya tolong akun linkedln aku kalau posting vidio dari linkedln suka ada tulisan posting berhasil di hapus,85,85,"['kenapa', 'aku', 'tidak', 'bisa', 'meposting', 'poto', 'dan', 'vidio', 'di', 'linkedln', 'ini', 'apa', 'salah', 'akun', 'aku', 'ini', 'tolong', 'beri', 'tahu', 'tolong', 'perbaikin', 'akun', 'aku', 'linkedln', 'ini', 'oke', 'aku', 'sudah', 'tidak', 'bisa', 'diperbarui', 'poto', 'dan', 'vidio', 'lagi', 'dari', 'kemarin', 'linkedln', 'aku', 'tidak', 'bisa', 'mengirim', 'ke', 'grup', 'tolong', 'periksa', 'linkedln', 'aku', 'agar', 'aku', 'bisa', 'kirim', 'ke', 'grup', 'lagi', 'kalau', 'mau', 'mengirim', 'ke', 'grup', 'ada', 'tulisan', 'gagal', 'mengirim', 'begitu', 'saja', 'kurang', 'lebih', 'tulisanya', 'tolong', 'akun', 'linkedln', 'aku', 'kalau', 'posting', 'vidio', 'dari', 'linkedln', 'suka', 'ada', 'tulisan', 'posting', 'berhasil', 'di', 'hapus']","['tidak', 'meposting', 'poto', 'vidio', 'linkedln', 'salah', 'akun', 'tolong', 'tolong', 'perbaikin', 'akun', 'linkedln', 'oke', 'tidak', 'diperbarui', 'poto', 'vidio', 'kemarin', 'linkedln', 'tidak', 'mengirim', 'grup', 'tolong', 'periksa', 'linkedln', 'kirim', 'grup', 'mengirim', 'grup', 'tulisan', 'gagal', 'mengirim', 'tulisanya', 'tolong', 'akun', 'linkedln', 'posting', 'vidio', 'linkedln', 'suka', 'tulisan', 'posting', 'berhasil', 'hapus']",85,44,41,tidak meposting poto vidio linkedln salah akun tolong tolong perbaikin akun linkedln oke tidak baru poto vidio kemarin linkedln tidak kirim grup tolong periksa linkedln kirim grup kirim grup tulis gagal kirim tulisanya tolong akun linkedln posting vidio linkedln suka tulis posting hasil hapus,44,44
"verifikasi nomor kodenya ga muncul muncul, sampe akhirnya nomornya gabisa di daftarkan. kenapa coba, baru juga daftar udah susah begitu",negatif,2023-04-30,2023,verifikasi nomor kodenya ga muncul muncul sampe akhirnya nomornya gabisa di daftarkan kenapa coba baru juga daftar udah susah begitu,20,20,verifikasi nomor kodenya tidak muncul muncul sampai akhirnya nomornya tidak bisa di daftarkan kenapa coba baru juga daftar sudah susah begitu,20,21,"['verifikasi', 'nomor', 'kodenya', 'tidak', 'muncul', 'muncul', 'sampai', 'akhirnya', 'nomornya', 'tidak', 'bisa', 'di', 'daftarkan', 'kenapa', 'coba', 'baru', 'juga', 'daftar', 'sudah', 'susah', 'begitu']","['verifikasi', 'nomor', 'kodenya', 'tidak', 'muncul', 'muncul', 'nomornya', 'tidak', 'daftarkan', 'coba', 'daftar', 'susah']",21,12,9,verifikasi nomor kode tidak muncul muncul nomor tidak daftar coba daftar susah,12,12
"Terhubung dengan jaringan profesional, sangat menyenangkan, menambah ilmu dan lingkungan jaringan yang positif.",positif,2021-08-26,2021,terhubung dengan jaringan profesional sangat menyenangkan menambah ilmu dan lingkungan jaringan yang positif,13,13,terhubung dengan jaringan profesional sangat menyenangkan menambah ilmu dan lingkungan jaringan yang positif,13,13,"['terhubung', 'dengan', 'jaringan', 'profesional', 'sangat', 'menyenangkan', 'menambah', 'ilmu', 'dan', 'lingkungan', 'jaringan', 'yang', 'positif']","['terhubung', 'jaringan', 'profesional', 'menyenangkan', 'menambah', 'ilmu', 'lingkungan', 'jaringan', 'positif']",13,9,4,hubung jaring profesional senang tambah ilmu lingkung jaring positif,9,9
Ketika verifikasi security captcha selalu tidak valid padahal captcha sudah benar. Melakukan opsi suara sudah benar tapi selalu gagal login. Tolong bantu saya untuk login,negatif,2024-01-28,2024,ketika verifikasi security captcha selalu tidak valid padahal captcha sudah benar melakukan opsi suara sudah benar tapi selalu gagal login tolong bantu saya untuk login,25,25,ketika verifikasi security captcha selalu tidak valid padahal captcha sudah benar melakukan opsi suara sudah benar tapi selalu gagal login tolong bantu saya untuk login,25,25,"['ketika', 'verifikasi', 'security', 'captcha', 'selalu', 'tidak', 'valid', 'padahal', 'captcha', 'sudah', 'benar', 'melakukan', 'opsi', 'suara', 'sudah', 'benar', 'tapi', 'selalu', 'gagal', 'login', 'tolong', 'bantu', 'saya', 'untuk', 'login']","['verifikasi', 'security', 'captcha', 'tidak', 'valid', 'captcha', 'opsi', 'suara', 'gagal', 'login', 'tolong', 'bantu', 'login']",25,13,12,verifikasi security captcha tidak valid captcha opsi suara gagal login tolong bantu login,13,13
"ini Gimana ya. saya gabisa login ,karna sistem keamanan memilih gambar eror. sudah berpuluh"" kali tetap salah., dan memang gabisa masuk, tolong dibenahi",negatif,2021-10-05,2021,ini gimana ya saya gabisa login karna sistem keamanan memilih gambar eror sudah berpuluh kali tetap salah dan memang gabisa masuk tolong dibenahi,23,23,ini bagaimana ya saya tidak bisa login karena sistem keamanan memilih gambar error sudah berpuluh kali tetap salah dan memang tidak bisa masuk tolong dibenahi,23,25,"['ini', 'bagaimana', 'ya', 'saya', 'tidak', 'bisa', 'login', 'karena', 'sistem', 'keamanan', 'memilih', 'gambar', 'error', 'sudah', 'berpuluh', 'kali', 'tetap', 'salah', 'dan', 'memang', 'tidak', 'bisa', 'masuk', 'tolong', 'dibenahi']","['ya', 'tidak', 'login', 'sistem', 'keamanan', 'memilih', 'gambar', 'error', 'berpuluh', 'kali', 'salah', 'tidak', 'masuk', 'tolong', 'dibenahi']",25,15,10,ya tidak login sistem aman pilih gambar error puluh kali salah tidak masuk tolong benah,15,15
"aplikasi yang kacau, katanya verifikasi sebagai manusia, setelah berhasil dilalui malahan ada catatan merah diatas ""verifikasi tidak berhasil"" aneh..mohon penjelasannya bos admin, berniat atau tidak anda membuat aplikasi ini ?",negatif,2023-05-20,2023,aplikasi yang kacau katanya verifikasi sebagai manusia setelah berhasil dilalui malahan ada catatan merah diatas verifikasi tidak berhasil aneh mohon penjelasannya bos admin berniat atau tidak anda membuat aplikasi ini,30,30,aplikasi yang kacau katanya verifikasi sebagai manusia setelah berhasil dilalui malahan ada catatan merah diatas verifikasi tidak berhasil aneh mohon penjelasannya box admin berniat atau tidak anda membuat aplikasi ini,30,30,"['aplikasi', 'yang', 'kacau', 'katanya', 'verifikasi', 'sebagai', 'manusia', 'setelah', 'berhasil', 'dilalui', 'malahan', 'ada', 'catatan', 'merah', 'diatas', 'verifikasi', 'tidak', 'berhasil', 'aneh', 'mohon', 'penjelasannya', 'box', 'admin', 'berniat', 'atau', 'tidak', 'anda', 'membuat', 'aplikasi', 'ini']","['aplikasi', 'kacau', 'verifikasi', 'manusia', 'berhasil', 'catatan', 'merah', 'diatas', 'verifikasi', 'tidak', 'berhasil', 'aneh', 'mohon', 'penjelasannya', 'box', 'admin', 'berniat', 'tidak', 'aplikasi']",30,19,11,aplikasi kacau verifikasi manusia hasil catat merah atas verifikasi tidak hasil aneh mohon jelas box admin niat tidak aplikasi,19,19
Tolong bagi pengembang aplikasi ini menjelaskan kenapa akun saya dibatasi. Ketika saya login tiba2 akun dibatasi. Saya menjadi sulit ketika ingin melihat lowongan kerja.,negatif,2022-04-29,2022,tolong bagi pengembang aplikasi ini menjelaskan kenapa akun saya dibatasi ketika saya login tiba akun dibatasi saya menjadi sulit ketika ingin melihat lowongan kerja,24,24,tolong bagi pengembang aplikasi ini menjelaskan kenapa akun saya dibatasi ketika saya login tiba akun dibatasi saya menjadi sulit ketika ingin melihat lowongan kerja,24,24,"['tolong', 'bagi', 'pengembang', 'aplikasi', 'ini', 'menjelaskan', 'kenapa', 'akun', 'saya', 'dibatasi', 'ketika', 'saya', 'login', 'tiba', 'akun', 'dibatasi', 'saya', 'menjadi', 'sulit', 'ketika', 'ingin', 'melihat', 'lowongan', 'kerja']","['tolong', 'pengembang', 'aplikasi', 'akun', 'dibatasi', 'login', 'akun', 'dibatasi', 'sulit', 'lowongan', 'kerja']",24,11,13,tolong kembang aplikasi akun batas login akun batas sulit lowong kerja,11,11
"susah banget loginnya, disuruh verifikasi captcha trs padahal gambar yang ditekan udah bener. perbaiki aplikasinya, hilangkan fitur verifikasi captcha",negatif,2024-01-27,2024,susah banget loginnya disuruh verifikasi captcha trs padahal gambar yang ditekan udah bener perbaiki aplikasinya hilangkan fitur verifikasi captcha,19,19,susah banget loginnya disuruh verifikasi captcha terus padahal gambar yang ditekan sudah benar perbaikan aplikasi nya hilangkan fitur verifikasi captcha,19,20,"['susah', 'banget', 'loginnya', 'disuruh', 'verifikasi', 'captcha', 'terus', 'padahal', 'gambar', 'yang', 'ditekan', 'sudah', 'benar', 'perbaikan', 'aplikasi', 'nya', 'hilangkan', 'fitur', 'verifikasi', 'captcha']","['susah', 'banget', 'loginnya', 'disuruh', 'verifikasi', 'captcha', 'gambar', 'ditekan', 'perbaikan', 'aplikasi', 'nya', 'hilangkan', 'fitur', 'verifikasi', 'captcha']",20,15,5,susah banget loginnya suruh verifikasi captcha gambar tekan baik aplikasi nya hilang fitur verifikasi captcha,15,15
